trans_id,equip_id,hduration,source_id,destination_id,dob,st_time,end_time,source_name,destination_name,usertype,gender,Age
1029,Tractor,68,ST-5,ST-3,1989,5/28/2018 20:52,5/31/2018 16:52,Station5,Station3,Member,Female,31
1030,Thresher,116,ST-5,ST-4,1988,4/18/2018 21:04,4/23/2018 17:04,Station5,Station4,Member,Female,32
1031,Tractor,31,ST-5,ST-3,1985,5/2/2018 21:02,5/4/2018 4:02,Station5,Station3,Member,Female,35
1032,Tractor,36,ST-5,ST-2,1986,4/14/2018 17:05,4/16/2018 5:05,Station5,Station2,Member,Female,34
1033,Thresher,31,ST-5,ST-2,1987,4/28/2018 11:02,4/29/2018 18:02,Station5,Station2,Member,Female,33
1034,Harvester,48,ST-5,ST-3,1988,4/16/2018 13:57,4/18/2018 13:57,Station5,Station3,Member,Female,32
1035,Seeder,26,ST-5,ST-4,1989,4/26/2018 1:21,4/27/2018 3:21,Station5,Station4,Member,Female,31
1036,Tractor,99,ST-5,ST-4,1989,4/15/2018 2:27,4/19/2018 5:27,Station5,Station4,Member,Female,31
1037,Rotavator,85,ST-5,ST-3,1988,3/31/2018 13:43,4/4/2018 2:43,Station5,Station3,Member,Female,32
1038,Seeder,108,ST-5,ST-3,1989,4/18/2018 8:15,4/22/2018 20:15,Station5,Station3,Member,Female,31
1039,Rotavator,54,ST-5,ST-1,1990,3/7/2018 6:54,3/9/2018 12:54,Station5,Station1,Member,Female,30
1040,Harvester,30,ST-5,ST-2,1986,4/4/2018 0:22,4/5/2018 6:22,Station5,Station2,Member,Female,34
1041,Seeder,74,ST-5,ST-1,1990,4/22/2018 6:38,4/25/2018 8:38,Station5,Station1,Member,Female,30
1042,Rotavator,24,ST-5,ST-5,1987,3/9/2018 17:03,3/10/2018 17:03,Station5,Station5,Member,Female,33
1043,Harvester,54,ST-5,ST-5,1987,5/9/2018 23:01,5/12/2018 5:01,Station5,Station5,Member,Female,33
1044,Seeder,116,ST-5,ST-5,1989,5/8/2018 10:17,5/13/2018 6:17,Station5,Station5,Member,Female,31
1045,Tractor,44,ST-5,ST-3,1985,4/22/2018 18:57,4/24/2018 14:57,Station5,Station3,Member,Female,35
1046,Thresher,20,ST-5,ST-1,1989,4/27/2018 12:28,4/28/2018 8:28,Station5,Station1,Member,Female,31
1047,Tractor,94,ST-5,ST-3,1987,5/9/2018 20:14,5/13/2018 18:14,Station5,Station3,Member,Female,33
1048,Tractor,29,ST-5,ST-2,1985,3/30/2018 9:52,3/31/2018 14:52,Station5,Station2,Member,Female,35
1049,Seeder,71,ST-5,ST-4,1989,4/3/2018 22:57,4/6/2018 21:57,Station5,Station4,Member,Female,31
1050,Harvester,8,ST-5,ST-3,1990,4/2/2018 2:37,4/2/2018 10:37,Station5,Station3,Member,Female,30
1051,Seeder,16,ST-5,ST-4,1987,5/7/2018 17:27,5/8/2018 9:27,Station5,Station4,Member,Female,33
1052,Seeder,70,ST-5,ST-1,1986,5/2/2018 5:16,5/5/2018 3:16,Station5,Station1,Member,Female,34
1053,Tractor,70,ST-5,ST-3,1987,4/11/2018 18:26,4/14/2018 16:26,Station5,Station3,Member,Female,33
1054,Harvester,50,ST-5,ST-3,1985,4/11/2018 6:37,4/13/2018 8:37,Station5,Station3,Member,Female,35
1055,Seeder,94,ST-5,ST-5,1987,5/29/2018 3:16,6/2/2018 1:16,Station5,Station5,Member,Female,33
1056,Tractor,75,ST-5,ST-2,1988,3/1/2018 10:59,3/4/2018 13:59,Station5,Station2,Member,Female,32
1057,Tractor,31,ST-5,ST-3,1989,4/1/2018 10:54,4/2/2018 17:54,Station5,Station3,Member,Female,31
1058,Tractor,12,ST-5,ST-5,1986,5/22/2018 9:11,5/22/2018 21:11,Station5,Station5,Member,Female,34
1059,Seeder,54,ST-5,ST-4,1990,3/29/2018 19:09,4/1/2018 1:09,Station5,Station4,Member,Female,30
1060,Harvester,88,ST-5,ST-2,1985,3/15/2018 22:36,3/19/2018 14:36,Station5,Station2,Member,Female,35
1061,Tractor,31,ST-5,ST-4,1987,5/27/2018 17:02,5/29/2018 0:02,Station5,Station4,Member,Female,33
1062,Harvester,54,ST-5,ST-3,1988,5/17/2018 7:55,5/19/2018 13:55,Station5,Station3,Member,Female,32
1063,Thresher,97,ST-5,ST-4,1986,3/7/2018 16:43,3/11/2018 17:43,Station5,Station4,Member,Female,34
1064,Rotavator,51,ST-5,ST-4,1989,4/13/2018 0:48,4/15/2018 3:48,Station5,Station4,Member,Female,31
1065,Rotavator,7,ST-5,ST-3,1986,5/10/2018 3:35,5/10/2018 10:35,Station5,Station3,Member,Female,34
1066,Seeder,78,ST-5,ST-3,1988,5/16/2018 11:54,5/19/2018 17:54,Station5,Station3,Member,Female,32
1067,Thresher,54,ST-5,ST-2,1990,3/9/2018 0:10,3/11/2018 6:10,Station5,Station2,Member,Female,30
1068,Thresher,117,ST-5,ST-3,1990,4/18/2018 5:49,4/23/2018 2:49,Station5,Station3,Member,Female,30
1069,Seeder,21,ST-5,ST-4,1986,5/1/2018 6:09,5/2/2018 3:09,Station5,Station4,Member,Female,34
1070,Harvester,58,ST-5,ST-4,1990,4/9/2018 22:10,4/12/2018 8:10,Station5,Station4,Member,Female,30
1071,Rotavator,74,ST-5,ST-4,1987,3/22/2018 4:57,3/25/2018 6:57,Station5,Station4,Member,Female,33
1072,Rotavator,66,ST-5,ST-2,1988,3/2/2018 19:00,3/5/2018 13:00,Station5,Station2,Member,Female,32
1073,Seeder,18,ST-5,ST-5,1986,4/20/2018 21:23,4/21/2018 15:23,Station5,Station5,Member,Female,34
1074,Seeder,95,ST-5,ST-1,1987,3/28/2018 0:04,3/31/2018 23:04,Station5,Station1,Member,Female,33
1075,Seeder,108,ST-5,ST-2,1986,3/25/2018 15:58,3/30/2018 3:58,Station5,Station2,Member,Female,34
1076,Seeder,85,ST-5,ST-5,1989,5/27/2018 8:31,5/30/2018 21:31,Station5,Station5,Member,Female,31
1077,Harvester,58,ST-5,ST-1,1988,3/12/2018 12:19,3/14/2018 22:19,Station5,Station1,Member,Female,32
1078,Rotavator,40,ST-5,ST-5,1987,3/9/2018 16:59,3/11/2018 8:59,Station5,Station5,Member,Female,33
1079,Harvester,79,ST-5,ST-3,1987,4/22/2018 8:36,4/25/2018 15:36,Station5,Station3,Member,Female,33
1080,Rotavator,66,ST-5,ST-4,1985,3/28/2018 1:55,3/30/2018 19:55,Station5,Station4,Member,Female,35
1081,Thresher,86,ST-5,ST-3,1987,4/8/2018 3:10,4/11/2018 17:10,Station5,Station3,Member,Female,33
1082,Rotavator,79,ST-5,ST-5,1988,5/8/2018 22:41,5/12/2018 5:41,Station5,Station5,Member,Female,32
1083,Seeder,25,ST-5,ST-1,1990,4/14/2018 11:15,4/15/2018 12:15,Station5,Station1,Member,Female,30
1084,Harvester,101,ST-5,ST-1,1985,4/19/2018 22:49,4/24/2018 3:49,Station5,Station1,Member,Female,35
1085,Harvester,60,ST-5,ST-1,1989,5/9/2018 9:44,5/11/2018 21:44,Station5,Station1,Member,Female,31
1086,Harvester,60,ST-5,ST-1,1990,3/15/2018 12:56,3/18/2018 0:56,Station5,Station1,Member,Female,30
1087,Thresher,32,ST-5,ST-2,1990,4/25/2018 21:43,4/27/2018 5:43,Station5,Station2,Member,Female,30
1088,Seeder,112,ST-5,ST-4,1990,5/4/2018 8:03,5/9/2018 0:03,Station5,Station4,Member,Female,30
1089,Tractor,53,ST-5,ST-4,1986,3/27/2018 2:49,3/29/2018 7:49,Station5,Station4,Member,Female,34
1090,Rotavator,74,ST-5,ST-3,1990,3/12/2018 2:56,3/15/2018 4:56,Station5,Station3,Member,Female,30
1091,Thresher,19,ST-5,ST-5,1989,3/9/2018 0:27,3/9/2018 19:27,Station5,Station5,Member,Female,31
1092,Thresher,27,ST-5,ST-1,1987,4/7/2018 6:32,4/8/2018 9:32,Station5,Station1,Member,Female,33
1093,Rotavator,42,ST-5,ST-2,1989,3/7/2018 21:59,3/9/2018 15:59,Station5,Station2,Member,Female,31
1094,Harvester,82,ST-5,ST-5,1985,3/23/2018 20:57,3/27/2018 6:57,Station5,Station5,Member,Female,35
1095,Tractor,53,ST-5,ST-2,1985,5/3/2018 0:36,5/5/2018 5:36,Station5,Station2,Member,Female,35
1096,Tractor,89,ST-5,ST-1,1987,5/17/2018 9:13,5/21/2018 2:13,Station5,Station1,Member,Female,33
1097,Tractor,36,ST-5,ST-3,1986,3/27/2018 16:25,3/29/2018 4:25,Station5,Station3,Member,Female,34
1098,Tractor,36,ST-5,ST-1,1988,3/29/2018 14:18,3/31/2018 2:18,Station5,Station1,Member,Female,32
1099,Tractor,63,ST-5,ST-1,1988,5/2/2018 12:12,5/5/2018 3:12,Station5,Station1,Member,Female,32
1100,Tractor,29,ST-5,ST-2,1990,5/15/2018 16:00,5/16/2018 21:00,Station5,Station2,Member,Female,30
1101,Tractor,113,ST-5,ST-2,1986,5/10/2018 2:09,5/14/2018 19:09,Station5,Station2,Member,Female,34
1102,Tractor,12,ST-5,ST-1,1985,3/27/2018 20:45,3/28/2018 8:45,Station5,Station1,Member,Female,35
1103,Tractor,58,ST-5,ST-5,1988,5/5/2018 21:16,5/8/2018 7:16,Station5,Station5,Member,Female,32
1104,Tractor,35,ST-5,ST-2,1990,3/12/2018 20:20,3/14/2018 7:20,Station5,Station2,Member,Female,30
1105,Tractor,93,ST-5,ST-4,1988,5/16/2018 13:14,5/20/2018 10:14,Station5,Station4,Member,Female,32
1106,Tractor,39,ST-5,ST-5,1985,5/5/2018 15:06,5/7/2018 6:06,Station5,Station5,Member,Female,35
1107,Tractor,32,ST-5,ST-1,1986,4/30/2018 18:56,5/2/2018 2:56,Station5,Station1,Member,Female,34
1108,Tractor,79,ST-5,ST-3,1988,4/27/2018 3:21,4/30/2018 10:21,Station5,Station3,Member,Female,32
1109,Tractor,86,ST-5,ST-5,1989,4/10/2018 23:42,4/14/2018 13:42,Station5,Station5,Member,Female,31
1110,Tractor,84,ST-5,ST-5,1989,4/27/2018 6:23,4/30/2018 18:23,Station5,Station5,Member,Female,31
1111,Tractor,82,ST-5,ST-1,1987,3/10/2018 10:29,3/13/2018 20:29,Station5,Station1,Member,Female,33
1112,Tractor,46,ST-5,ST-3,1985,5/18/2018 7:25,5/20/2018 5:25,Station5,Station3,Member,Female,35
1113,Tractor,63,ST-5,ST-1,1988,3/17/2018 15:38,3/20/2018 6:38,Station5,Station1,Member,Female,32
1114,Tractor,12,ST-5,ST-3,1989,5/20/2018 12:00,5/21/2018 0:00,Station5,Station3,Member,Female,31
1115,Tractor,94,ST-5,ST-1,1987,3/28/2018 15:20,4/1/2018 13:20,Station5,Station1,Member,Female,33
1116,Tractor,16,ST-5,ST-2,1986,3/19/2018 22:35,3/20/2018 14:35,Station5,Station2,Member,Female,34
1117,Tractor,50,ST-5,ST-1,1989,5/11/2018 10:10,5/13/2018 12:10,Station5,Station1,Member,Female,31
1118,Tractor,54,ST-5,ST-3,1987,5/25/2018 21:14,5/28/2018 3:14,Station5,Station3,Member,Female,33
1119,Tractor,103,ST-5,ST-2,1986,4/29/2018 23:48,5/4/2018 6:48,Station5,Station2,Member,Female,34
1120,Tractor,36,ST-5,ST-1,1987,4/24/2018 23:20,4/26/2018 11:20,Station5,Station1,Member,Female,33
1121,Tractor,99,ST-5,ST-1,1987,5/14/2018 1:55,5/18/2018 4:55,Station5,Station1,Member,Female,33
1122,Tractor,41,ST-5,ST-1,1987,4/9/2018 20:10,4/11/2018 13:10,Station5,Station1,Member,Female,33
1123,Tractor,21,ST-5,ST-2,1985,3/8/2018 23:50,3/9/2018 20:50,Station5,Station2,Member,Female,35
1124,Tractor,56,ST-5,ST-4,1988,4/23/2018 5:56,4/25/2018 13:56,Station5,Station4,Member,Female,32
1125,Tractor,88,ST-5,ST-3,1987,4/14/2018 2:18,4/17/2018 18:18,Station5,Station3,Member,Female,33
1126,Tractor,110,ST-5,ST-4,1989,4/28/2018 12:46,5/3/2018 2:46,Station5,Station4,Member,Female,31
1127,Tractor,91,ST-5,ST-2,1989,5/2/2018 16:55,5/6/2018 11:55,Station5,Station2,Member,Female,31
1128,Tractor,100,ST-5,ST-2,1987,4/21/2018 13:32,4/25/2018 17:32,Station5,Station2,Member,Female,33
1129,Tractor,99,ST-5,ST-2,1987,5/23/2018 13:52,5/27/2018 16:52,Station5,Station2,Member,Female,33
1130,Tractor,55,ST-5,ST-3,1985,3/14/2018 2:09,3/16/2018 9:09,Station5,Station3,Member,Female,35
1131,Tractor,29,ST-5,ST-3,1986,4/25/2018 14:55,4/26/2018 19:55,Station5,Station3,Member,Female,34
1132,Tractor,100,ST-5,ST-4,1985,4/8/2018 14:12,4/12/2018 18:12,Station5,Station4,Member,Female,35
1133,Tractor,78,ST-5,ST-4,1987,4/10/2018 2:04,4/13/2018 8:04,Station5,Station4,Member,Female,33
1134,Tractor,75,ST-5,ST-2,1990,3/26/2018 13:20,3/29/2018 16:20,Station5,Station2,Member,Female,30
1135,Tractor,48,ST-5,ST-4,1985,3/21/2018 23:51,3/23/2018 23:51,Station5,Station4,Member,Female,35
1136,Tractor,81,ST-5,ST-5,1989,3/17/2018 20:54,3/21/2018 5:54,Station5,Station5,Member,Female,31
1137,Tractor,31,ST-5,ST-3,1990,5/17/2018 17:53,5/19/2018 0:53,Station5,Station3,Member,Female,30
1138,Tractor,12,ST-5,ST-2,1988,3/2/2018 2:49,3/2/2018 14:49,Station5,Station2,Member,Female,32
1139,Tractor,63,ST-5,ST-5,1986,4/24/2018 22:33,4/27/2018 13:33,Station5,Station5,Member,Female,34
1140,Tractor,82,ST-5,ST-1,1986,4/11/2018 19:36,4/15/2018 5:36,Station5,Station1,Member,Female,34
1141,Tractor,32,ST-5,ST-2,1988,4/24/2018 7:42,4/25/2018 15:42,Station5,Station2,Member,Female,32
1142,Tractor,116,ST-5,ST-1,1990,3/26/2018 19:49,3/31/2018 15:49,Station5,Station1,Member,Female,30
1143,Tractor,72,ST-5,ST-1,1990,3/10/2018 11:48,3/13/2018 11:48,Station5,Station1,Member,Female,30
1144,Tractor,27,ST-5,ST-3,1987,4/8/2018 11:58,4/9/2018 14:58,Station5,Station3,Member,Female,33
1145,Tractor,120,ST-5,ST-3,1989,3/16/2018 18:18,3/21/2018 18:18,Station5,Station3,Member,Female,31
1146,Tractor,109,ST-5,ST-5,1986,4/24/2018 16:46,4/29/2018 5:46,Station5,Station5,Member,Female,34
1147,Tractor,18,ST-5,ST-1,1986,4/2/2018 2:30,4/2/2018 20:30,Station5,Station1,Member,Female,34
1148,Tractor,30,ST-5,ST-2,1988,5/17/2018 7:21,5/18/2018 13:21,Station5,Station2,Member,Female,32
1149,Tractor,14,ST-5,ST-4,1987,5/12/2018 14:55,5/13/2018 4:55,Station5,Station4,Member,Female,33
1150,Tractor,47,ST-5,ST-2,1989,4/2/2018 18:18,4/4/2018 17:18,Station5,Station2,Member,Female,31
1151,Tractor,65,ST-5,ST-2,1986,5/3/2018 6:34,5/5/2018 23:34,Station5,Station2,Member,Female,34
1152,Tractor,115,ST-5,ST-3,1986,5/19/2018 22:45,5/24/2018 17:45,Station5,Station3,Member,Female,34
1153,Tractor,113,ST-5,ST-3,1989,4/2/2018 22:34,4/7/2018 15:34,Station5,Station3,Member,Female,31
1154,Tractor,96,ST-5,ST-5,1988,3/23/2018 1:57,3/27/2018 1:57,Station5,Station5,Member,Female,32
1155,Tractor,63,ST-5,ST-2,1985,4/27/2018 21:28,4/30/2018 12:28,Station5,Station2,Member,Female,35
1156,Tractor,97,ST-5,ST-5,1989,4/24/2018 15:36,4/28/2018 16:36,Station5,Station5,Member,Female,31
1157,Tractor,84,ST-5,ST-5,1988,4/17/2018 6:54,4/20/2018 18:54,Station5,Station5,Member,Female,32
1158,Tractor,72,ST-5,ST-3,1989,3/17/2018 13:24,3/20/2018 13:24,Station5,Station3,Member,Female,31
1159,Tractor,117,ST-5,ST-3,1986,4/25/2018 2:54,4/29/2018 23:54,Station5,Station3,Member,Female,34
1160,Tractor,66,ST-5,ST-3,1990,3/24/2018 3:47,3/26/2018 21:47,Station5,Station3,Member,Female,30
1161,Tractor,18,ST-5,ST-5,1988,5/22/2018 9:14,5/23/2018 3:14,Station5,Station5,Member,Female,32
1162,Tractor,81,ST-5,ST-4,1987,4/28/2018 11:32,5/1/2018 20:32,Station5,Station4,Member,Female,33
1163,Tractor,7,ST-5,ST-1,1986,3/3/2018 14:37,3/3/2018 21:37,Station5,Station1,Member,Female,34
1164,Tractor,11,ST-5,ST-1,1988,4/26/2018 3:03,4/26/2018 14:03,Station5,Station1,Member,Female,32
1165,Tractor,70,ST-5,ST-4,1986,4/13/2018 11:07,4/16/2018 9:07,Station5,Station4,Member,Female,34
1166,Tractor,61,ST-5,ST-1,1990,5/5/2018 0:31,5/7/2018 13:31,Station5,Station1,Member,Female,30
1167,Tractor,87,ST-5,ST-3,1985,5/22/2018 13:00,5/26/2018 4:00,Station5,Station3,Member,Female,35
1168,Tractor,102,ST-5,ST-1,1987,3/8/2018 23:11,3/13/2018 5:11,Station5,Station1,Member,Female,33
1169,Tractor,60,ST-5,ST-5,1989,3/27/2018 3:06,3/29/2018 15:06,Station5,Station5,Member,Female,31
1170,Tractor,44,ST-5,ST-2,1987,5/18/2018 9:30,5/20/2018 5:30,Station5,Station2,Member,Female,33
1171,Tractor,57,ST-5,ST-4,1990,3/12/2018 7:46,3/14/2018 16:46,Station5,Station4,Member,Female,30
1172,Tractor,48,ST-5,ST-5,1988,4/19/2018 2:08,4/21/2018 2:08,Station5,Station5,Member,Female,32
1173,Tractor,85,ST-5,ST-2,1987,3/9/2018 1:11,3/12/2018 14:11,Station5,Station2,Member,Female,33
1174,Tractor,101,ST-5,ST-5,1988,5/12/2018 12:39,5/16/2018 17:39,Station5,Station5,Member,Female,32
1175,Tractor,58,ST-5,ST-1,1989,5/3/2018 15:18,5/6/2018 1:18,Station5,Station1,Member,Female,31
1176,Tractor,107,ST-5,ST-4,1986,5/4/2018 15:30,5/9/2018 2:30,Station5,Station4,Member,Female,34
1177,Tractor,77,ST-5,ST-1,1990,4/10/2018 17:24,4/13/2018 22:24,Station5,Station1,Member,Female,30
1178,Tractor,9,ST-5,ST-5,1989,5/19/2018 7:30,5/19/2018 16:30,Station5,Station5,Member,Female,31
1179,Tractor,91,ST-5,ST-4,1987,5/8/2018 23:39,5/12/2018 18:39,Station5,Station4,Member,Female,33
1180,Tractor,57,ST-5,ST-3,1989,4/12/2018 20:09,4/15/2018 5:09,Station5,Station3,Member,Female,31
1181,Tractor,49,ST-5,ST-2,1990,4/16/2018 9:15,4/18/2018 10:15,Station5,Station2,Member,Female,30
1182,Tractor,58,ST-5,ST-1,1985,4/4/2018 16:48,4/7/2018 2:48,Station5,Station1,Member,Female,35
1183,Tractor,88,ST-5,ST-5,1989,4/14/2018 7:02,4/17/2018 23:02,Station5,Station5,Member,Female,31
1184,Tractor,41,ST-5,ST-5,1987,3/19/2018 21:51,3/21/2018 14:51,Station5,Station5,Member,Female,33
1185,Tractor,58,ST-5,ST-3,1985,4/6/2018 14:17,4/9/2018 0:17,Station5,Station3,Member,Female,35
1186,Tractor,84,ST-5,ST-2,1989,4/29/2018 12:13,5/3/2018 0:13,Station5,Station2,Member,Female,31
1187,Tractor,67,ST-5,ST-3,1989,3/5/2018 12:38,3/8/2018 7:38,Station5,Station3,Member,Female,31
1188,Tractor,10,ST-5,ST-2,1989,5/18/2018 3:03,5/18/2018 13:03,Station5,Station2,Member,Female,31
1189,Tractor,24,ST-5,ST-4,1989,3/13/2018 2:27,3/14/2018 2:27,Station5,Station4,Member,Female,31
1190,Tractor,35,ST-5,ST-1,1988,4/25/2018 1:48,4/26/2018 12:48,Station5,Station1,Member,Female,32
1191,Tractor,39,ST-5,ST-2,1990,3/20/2018 17:50,3/22/2018 8:50,Station5,Station2,Member,Female,30
1192,Tractor,91,ST-5,ST-5,1986,4/20/2018 18:53,4/24/2018 13:53,Station5,Station5,Member,Female,34
1193,Tractor,41,ST-5,ST-3,1988,3/5/2018 12:15,3/7/2018 5:15,Station5,Station3,Member,Female,32
1194,Tractor,78,ST-5,ST-1,1988,4/11/2018 6:39,4/14/2018 12:39,Station5,Station1,Member,Female,32
1195,Tractor,72,ST-5,ST-2,1988,5/1/2018 18:01,5/4/2018 18:01,Station5,Station2,Member,Female,32
1196,Tractor,94,ST-5,ST-4,1988,5/18/2018 5:45,5/22/2018 3:45,Station5,Station4,Member,Female,32
1197,Tractor,119,ST-5,ST-1,1987,4/28/2018 9:14,5/3/2018 8:14,Station5,Station1,Member,Female,33
1198,Tractor,13,ST-5,ST-4,1989,4/4/2018 18:24,4/5/2018 7:24,Station5,Station4,Member,Female,31
1199,Tractor,25,ST-5,ST-1,1987,3/20/2018 19:44,3/21/2018 20:44,Station5,Station1,Member,Female,33
1200,Tractor,35,ST-5,ST-5,1987,4/4/2018 19:24,4/6/2018 6:24,Station5,Station5,Member,Female,33
1201,Tractor,47,ST-5,ST-2,1987,5/23/2018 11:38,5/25/2018 10:38,Station5,Station2,Member,Female,33
1202,Tractor,58,ST-5,ST-2,1990,4/7/2018 16:11,4/10/2018 2:11,Station5,Station2,Member,Female,30
1203,Tractor,33,ST-5,ST-1,1990,3/30/2018 10:00,3/31/2018 19:00,Station5,Station1,Member,Female,30
1204,Tractor,40,ST-5,ST-1,1990,4/6/2018 2:20,4/7/2018 18:20,Station5,Station1,Member,Female,30
1205,Tractor,79,ST-5,ST-3,1987,4/8/2018 6:32,4/11/2018 13:32,Station5,Station3,Member,Female,33
1206,Tractor,57,ST-5,ST-2,1990,4/24/2018 9:24,4/26/2018 18:24,Station5,Station2,Member,Female,30
1207,Tractor,7,ST-5,ST-2,1988,4/16/2018 4:10,4/16/2018 11:10,Station5,Station2,Member,Female,32
1208,Tractor,107,ST-5,ST-4,1986,3/5/2018 20:01,3/10/2018 7:01,Station5,Station4,Member,Female,34
1209,Tractor,61,ST-5,ST-5,1986,5/5/2018 9:00,5/7/2018 22:00,Station5,Station5,Member,Female,34
1210,Tractor,90,ST-5,ST-5,1990,5/23/2018 20:32,5/27/2018 14:32,Station5,Station5,Member,Female,30
1211,Tractor,57,ST-5,ST-5,1990,5/20/2018 0:00,5/22/2018 9:00,Station5,Station5,Member,Female,30
1212,Tractor,94,ST-5,ST-5,1986,4/26/2018 10:45,4/30/2018 8:45,Station5,Station5,Member,Female,34
1213,Tractor,64,ST-5,ST-3,1987,3/2/2018 17:38,3/5/2018 9:38,Station5,Station3,Member,Female,33
1214,Tractor,91,ST-5,ST-2,1986,4/10/2018 3:13,4/13/2018 22:13,Station5,Station2,Member,Female,34
1215,Tractor,84,ST-5,ST-5,1988,3/10/2018 14:42,3/14/2018 2:42,Station5,Station5,Member,Female,32
1216,Tractor,92,ST-5,ST-5,1986,4/3/2018 12:47,4/7/2018 8:47,Station5,Station5,Member,Female,34
1217,Tractor,36,ST-5,ST-1,1990,3/24/2018 18:31,3/26/2018 6:31,Station5,Station1,Member,Female,30
1218,Tractor,29,ST-5,ST-2,1988,3/20/2018 15:22,3/21/2018 20:22,Station5,Station2,Member,Female,32
1219,Tractor,54,ST-5,ST-4,1987,3/26/2018 22:50,3/29/2018 4:50,Station5,Station4,Member,Female,33
1220,Tractor,81,ST-5,ST-5,1986,4/13/2018 0:20,4/16/2018 9:20,Station5,Station5,Member,Female,34
1221,Tractor,121,ST-5,ST-1,1987,3/4/2018 14:08,3/9/2018 15:08,Station5,Station1,Member,Female,33
1222,Tractor,44,ST-5,ST-4,1989,3/12/2018 4:36,3/14/2018 0:36,Station5,Station4,Member,Female,31
1223,Tractor,59,ST-5,ST-5,1989,5/5/2018 14:23,5/8/2018 1:23,Station5,Station5,Member,Female,31
1224,Tractor,81,ST-5,ST-3,1988,5/22/2018 18:18,5/26/2018 3:18,Station5,Station3,Member,Female,32
1225,Tractor,35,ST-5,ST-5,1988,3/5/2018 14:39,3/7/2018 1:39,Station5,Station5,Member,Female,32
1226,Tractor,79,ST-5,ST-4,1985,5/29/2018 2:11,6/1/2018 9:11,Station5,Station4,Member,Female,35
